,tweet
294,"rt""@rachel_jkt48 my first experience using mrt jakarta.... ?? 
seneng banget indonesia udah punya mrt, gak kebayang kalo lrt udh jadi pasti lebih efisien bulak balik dari rumah ke jakarta ?? https://t.co/vv6guzq8sb"
295,"@daranasution_ @aniesbaswedan helloooww mba millenial, masuk sudirman thamrin itu udah paling enak! segala ada, tj segala bentuk, mrt. you tau ga jarak dr rumah saya ke kantor 15km, rumah saya masih di jakarta, tiap hari naik angkutan umum ga pernah telat. kecuali kalau saya lagi malas!"
296,jakarta rasa jepang. that was fast mannnnnn lol #mrt #mrtjakarta #mrtindonesia https://t.co/ui3qcrspkn
297,"sekarang kalau mau ke jakarta, selalu cari jalan terdekat ke stasiun mrt??"
298,"solusi untuk kota-kota seperti surabaya, bandung, makasar: brt. tidak perlu ikut-ikutan mrt dan lrt yang berbiaya mahal. tapi brt nya harus dibuat elevated seperti koridor 13 di jakarta. biaya jauh lebih murah dari lrt, tapi kapasitas angkut bisa besar (pakai bus gandeng)"
299,"nama resminya ratangga. tapi akrab disebut mrt. moda transportasi anyar berbasis rel ini, hadir fenomenal bagi masyarakat jakarta. kecepatan, kenyamanan, dan ketepatan waktu tempuh jadi andalan. kalian sudah pernah naik atau belum pernah mencoba? #visixy https://t.co/ssxsndr0it"
300,"hari yang melelahkan...
hunting foto sampe ke glodok
btw ini foto mrt jakarta tanpa di edit keren banget berasa di jepang wkwk, mungkin di twitter bakal dikompress jd maaf https://t.co/rgr1lhe5kh"
301,@deri_oncom @firayunitaa @daranasution_ @aniesbaswedan ha..ha..ha... loe lihat ga mrt dan lrt. itu dibangun utk apa..??? itu usaha pusat utk atasi kemacetan jakarta. sekarang loe jabarkan kebijakan apa yg dibuat pemprof dki utk atasi kemacetan... kebijakan apa...??? itu poinnya.. paham
302,"@bebaspikir @agussari karena macet saya pindah dr jakarta pak, senang kl mrt dapat mengurangi kemacetan"
303,"setelah ada mrt, jakarta berkurang macetnya ngk sih?.."
304,"pengen naik mrt lagi, h h h dah kangen jakarta aja ??"
305,"beberapa stasiun mrt di jakarta ditawarkan untuk diberi nama perusahaan, tentu saja dengan kompensasi pembangunannya. seperti istora mandiri, blok m bca dan lebak bulus grab. keren."
306,"great job, z, ngelamun aja kelewatan dong stop-an gue. untung ga bablas ampe lebak bulus ?? (@ stasiun mrt haji nawi - @mrtjakarta in kecamatan cilandak, daerah khusus ibukota jakarta) https://t.co/n6lxsoeqqc"
307,apakah ada penjelasan kenapa kabin mrt jakarta berbau pesing?
308,"gak sangka...

baru nyoba, ternyata mrt jakarta justru lebih bagus dari mrt negara2 maju lain di luar negeri euy. setidaknya dari yang pernah saya naikin sih, seperti di hongkong, sebagian china, malaysia, bahkan... https://t.co/yt3wkc3rhd"
309,"@amasna @alandakariza @jeniusconnect yah anjir kayak php banget bang wkwkwkwkwk. gw baru mau jalan-jalan karena punya jenius naek mrt jakarta. udah seneng, pas buka kecewa wkwkwkwk."
310,"liburan saya kamis, 18-07-2019 bersama istri menikmati keindahan jakarta yang bersih dan indah rapih. awal dari lenteng agung saya naik busway jurusan lebak bulus - ui harga terjangkau 3.500/orang di lebak bulus naik mrt jurusan hi. senang bangga.
#7dayschallege
#jakartabersih https://t.co/arwfghgcm1"
311,"kayaknya mrt itu transportasi paling cepat di jakarta saat ini, tp knp orang orang masih buru buru aja sih"
312,@kompascom sekalian sediakan feeder dari sta dukuh atas ke kawasan bisnis jakarta termasuk sudirman dan thamrin. agar kami tidak terpaksa menggunakan mrt yg mahal luarbiasa
313,"@mohmahfudmd saya suka moda transportasi di jakarta sekarang ini pak, selain kai yg sdh banyaj berbenah baik kelas ekonomi maupun eksekutif, dan moda lainnya, bersyukur sekali, indonesia tdk kalah dgn eropa sekarang, paris punya metto, kita punya mrt, eropa punya tram kita punya trans."
314,integrasi mrt jakarta danâ transjakarta https://t.co/u2wuvgfn7k https://t.co/rr3n8novnw
315,"@_erikadamayanti tapi tap tap nya mrt jakarta emng sering bermasalah gaksi, so itâs possibly not abt the cardholder??"
316,"@itdpindonesia di jakarta, bikin mrt dan underpass lebih cepat dari pada bikin jalur prioritas sepeda"
317,"also ingin mengapresiasi transportasi umum jakarta yang udah makin baik, busway & mrt udh terintegrasi itu sangat memudahkan! glodok yg sbenernya jauh bgt jd ga kerasa jauh krn akses transportasi publiknya gampang. semoga akses ke semua tempat di jakarta bisa semudah ini!"
318,"@narpen untung gue belom bolak balik dr gerbong ke gerbong, wkwk... gila iiihhhh gak nyangkaaa akhirnya jakarta punya mrt (scara pameran simulasi gerbongnya udah dr tahun 2013 di citos, waktu itu bilangnya realisasi 2017)"
319,"akhirnya cobain mrt dan barengan pertama kali sm keluarga pt.pai .. hebohh !! hahaha !! ???????????????????????? #bigfamily #pai #pamoliteadhesiveindustry @ jakarta, indonesia https://t.co/ovutl2rcqm"
320,@hniafifah ya tapi ga bisa di pake di mrt jakarta ??
321,kayaknya seru juga bisa di mrt jakarta atau commuter line~~ https://t.co/kv6bidmal1
322,@elsaranti @alifaputri eh mrt ude gue sama @apriyarie kemaren lol. gak kerasa kek di jakarta hahahaha
323,"just info, moga mrt jakarta juga bisa, jadi gue rajin naik mrt hahaha @jeniusconnect https://t.co/fastbpjgti"
324,@goenrock @amasna @jeniusconnect mrt jakarta pembangunan nya lebih murah
325,@priskhacaroline punyaa kok mandiri keren begambar bs dipakai di mrt jakarta hhaha
326,"mrt jakarta / comuter line gimna nih?

keren bgt dong klo bisa

@jeniusconnect https://t.co/zxmj1ff8lx"
327,"nungguin mrt jakarta bisa begini, kalau bisa, akan kupindahin semua saldo gue di bca ke @jeniusconnect https://t.co/bldsio6gru"
328,"@amasna sama kayak nets yg gak bisa ditap di gate krl atau mrt jakarta karena nets gak kerjasama. secara teknologi udah sama, tapi kalau visa wave dan nets gak minta biaya apapun ya mrt jakarta mgkn mau pasang sam key mereka di gate."
329,@amasna kan mrt di jakarta paymentnya gak integrate sama paywave visa bro
330,"berhubung nginep 2 hari di kos temen, kemana mana pake transport di jakarta: 40k damri, mrt 10k, ojol 40k (saldo gabisa keisi) makan 40k jadi selama di jakarta 2 hari abis 130k https://t.co/rewsdbfr16"
331,"@edysaputra90 hai kak, 
mrt jakarta menyediakan tempat parkir di stasiun fatmawati, posisinya bearada di belakang kantor camat cilandak."
332,"kereta, mrt, lrt bahkan trans jakarta sebaiknya punya sel khusus utk memenjarakan sementara siapa pun yg anarkis atau ""radikal"" dlm moda. https://t.co/usfje9thne"
333,@ranggasetyo @jeniusconnect di jakarta ga bisa karena mrt jakarta belum ada kerjasama dengan visa.
334,@amasna @jeniusconnect kalo buat mrt atau krl/busway jakarta bisa ga?? masa mrt sing bs di dlm negeri ga bs
335,berarti mrt jakarta tidak (atau belum) mendukung visa paywave buat pembayaran. ya gimana ya... ????
336,"hayohayo jakarta aku padamu disegerakan mrt, lrt, krl, tj bisa paywave bisabisabisa https://t.co/8gqypuvcow"
337,"andai di mrt jakarta udah bisa, ini bakal useful banget buat yg sering berpergian ke luar https://t.co/j69c1n1skm"
338,"@adriansyahyasin di jakarta tahun 50an sudah ada trem, tapi presiden soekarno berpendapat kalau trem tidak cocok dengan jakarta. makanya trem di hapuskan dan di ganti kereta bawah tanah saja tapi baru terealisasi skrg dengan adanya mrt"
339,"mrt jakarta semakin ramah akan pejalan kaki dan sepeda
#mrtjakarta #itdp #infrastruktur #transportasi #beritaterbaru #beritaterkini #propertiterkini https://t.co/hxqe2zetqh https://t.co/cql5jifshp"
340,"karena sudah pernah naik seoul subway dan singapore mrt, kupenasaran naik mrt jakarta @mrtjakarta

ternyataa... 

https://t.co/dufjcmxr69"
341,"@askfess bgr ngedate enak parah di babakan lebak beuh, di bandung daerah bukit mekar indah juara, di jakarta ke mrt bolak balik aja adem"
342,"@abubantimoh @jokowi lalu,, jakarta mana jakarta ini,, katanya bulan depan (nop 2018) tp belum ada yang bisa update daerah dki kalau soal sampah ada manfaatnya untuk panas menghasilkan tenaga listrik sudah lama ada jadi ini bukan karena anis. contoh
mrt saja sudah lama sekali tp baru skrg realisasi"
343,"suasana stasiun mrt yang sepi, apalagi jam segini ini bisa bikin masyarakat beralih ke transportasi umum lain, trans jakarta, bajay atau apalah yang lebih rame."
344,"ke jakarta gapernah naik mrt, first time nyobain di spore ??"
345,"@diarypdx101 mrt beneran kyk gini, gue bakal naik mrt terus walaupun gue gak tinggal di jakarta :3"
346,mau naik mrt jakarta bgtt uuuuuuuuu
347,"yuyur udah berapa kali pun naik mrt di jakarta, aku tu masih suka amazed loh :ââ) pertama kali nyoba yg di luar itu pas di hong kong kemarin, dan waktu itu mrt jakarta udah trial run..."
348,"hari ini naik nyobain mrt jakarta! suka deh, boleh gak di kopo juga ada mrt???"
349,yg naik mrt jakarta kok keren2 gayanya..
350,"first time using jakarta mrt.. all i can think is ""wow""

klo public transportation di jakarta kayak gini standarnya,, gw mau banget sih transisi ke kendaraan umum"
351,"@arfibambani skuy ke jakarta walau macet tapi bisa naik krl, mrt dan lrt sampai kemana-mana. apa lagi politik jakarta yang adem ayem tanpa gontok-gontokan.

aku cinta jakarta dengan kabut polusinya."
352,"moots yang tinggal di jakarta, untuk transportasi krl,mrt,transjakarta gtgt enaknya pake brizzi/flazz? ato kartu yg lain , dan yg ga ribet kl mau top up nya gt pls"
353,"@liranti kartu tersebut tersedia di halte-halte transjakarta dan bisa digunakan di halte-halte transjakarta, layanan jak lingko dan mrt jakarta. terima kasih"
354,"di mrt keliatan kalau orang yg udah biasa naik transportasi umum di jakarta.
tas punggungnya dipakai di depan."
355,"terinspirasi jakarta, badung wacanakan bangun proyek mrt https://t.co/rcuxqkxlue"
356,nemu musik asik di backsoundnya btpvlog #10 - pertama kali coba mrt jakarta
357,"berhasil impersonate announcer mrt jakarta. trus sedikit bisa impers announcer jepang. paling hafal ya ""tsugi wa"" sama ""mamonaku"""
358,"mrt jakarta.. akhirnya nyobain juga.. yihiii...

#mrt #mrtjakarta @ mrt cp-104 senayan station https://t.co/vz89q0llc4"
359,"akhirnya nyobain mrt jakarta.. yeayy.. 

#mrt #mrtjakarta @ mrt jakarta https://t.co/epndc6zgog"
360,"yellow line... ini contoh yang benar, sebenarnya ini hal sepele yang masih banyak orang melanggar. di mrt or shelter trans jakarta masih banyak orang yang mengabaikan garis kuning tempat menunggu. tujuannyaâ¦ https://t.co/nowmxg19pf"
361,"pertama kali di mrt: kelewatan stasiun karna bengong. tau-tau udah gak di bawah tanah wkwkwk ?????????????????????

dengan ini genap saya sudah pernah kelewatan pemberhentian di tiga jenis angkutan umum jakarta: krl, mrt dan busway ??"
362,"@borexbois ana di jakarta barat, ga ada stasiun (mrt) di jakarta barat..."
363,"mantap mrt akan tembus sampai ke jakarta utara. ingatnya ini dananya pakai pemerintah pusat, jadi gak boleh klam keberhasilan anis. @lisaamartatara3 @ardi_riau 

https://t.co/autdahyviu"
364,"telat bgt gasiii kalo baru terharu, jakarta finally punya mrt loh a-k-h-i-r-n-y-a-h"
365,@borexbois ana orang jakarta malah belom pernah naek mrt... stasiunnya jauh dari tempat tinggal ana
366,"@tey_saja ibu tey, sekarang di jakarta ada mrt dan krl (commuter line). kalau di amrik, apakah tipe keretanya mrt semua atau ada yg seperti krl, bu?"
367,@dina_ardiyanti terima kasih sudah menggunakan mrt jakarta.
368,@kaepcimekdi mrt jakarta tidak menyediakan park and ride di stasiun bundaran hi.
369,aku warga bandung yang main ke jakarta ngerasa angkutan umum kaya tj sama mrt itu ngebantu bgt. kenapa orang jakarta masih naik mobil ya?
370,"ini cerita soal kenorakan saya naik mrt jakarta. asli loh gembira dan senang. 

https://t.co/kdfckwi2qb"
371,nama chisna. pekerjaan : duta mrt jakarta. kegiatan : nyuruh semua orang yang mau kemana aja naiknya mrt. hahahaha
372,"memang model kursi ala mrt jakarta, adalah model kursi paling adil. karena, tiap penumpang bakal memakan ruang duduk sesuai porsi mereka masing-masing. makanya suka jengkel sih kalo ada orang yang sebenernya ruang duduknya ga lebar tapi jd lebar gara2 duduknya ngangkang.??"
373,"akhirnya kaya orang jakarta udah ngerasain mrt, mantep dah fasilitasnya, mudah""an aja jangan ada alay yg ngerusak fasilitas ??, jangan lupa selalu ikuti peraturan yg berlaku guys ?.
#mrtjakarta #jakartabersih https://t.co/sas5ltikca"
374,"thank u kalian @uglyey @eleveggoss udah seharian jalan, ngebolang jakarta (mrt sih tepatnya), nemenin buka sbm dibawah tanah ??
ayo lagi dong ditempat lain hehe"
375,"@sebutakucacing @tubirfess apakah pembangunan pabrik, pltu bukan untuk kepentingan rakyat? kenapa ga mau bahas yg lain sedangkan kata masnya sendiri banyak hal yg menyebabkan polusi? masnya tau tidak mrt, rlt, dan klr adalah salah satu solusi dari pemerintah untuk mengurangi polusi di jakarta?"
376,@promiseminn balik laa ke jakarta naik mrt wkwkwk
377,nah habis itu. kelar. pada capek akhirnya kita pulang naik mrt. aku sampe fatmawati abel ampe lebak bulus. kelar. terima kasih sudah diajak jalan jalan ke jakarta yang keren ini abel. so lucky to have you by my side @wimpykib mantappu djiwa https://t.co/we45unyjpg
378,ini mrt jakarta speed nya masih beta apa emang lambat sih?
379,"#rt @kumparan: untuk menjaga agar tetap tertib di mrt maupun di stasiun @mrtjakarta, pt mrt jakarta akan memberlakukan sejumlah peraturan baru. mari dijaga bersama-sama, gaes. jangan jagain jodoh orang doang~ #topnews https://t.co/vsio2fw5au https://t.co/owpjeb5eqn"
380,hore! 12 kereta mrt dari jepang akhirnya tiba di jakarta https://t.co/nfkp8tvrn2
381,"@gandasatria @kak_iguuun yuk ah maen ke jakarta, nyobian mrt"
382,i woof you jakarta no matter what!! ?? i woof you krl ?? krl arah bogor jam pulang kerja i woof you so much!! you mean a lot for meh!! lebih asoy dr berangkat ke serpong dr tanahabang/pulang dr serpong ke tanahabang. besuk kita coba berangkat pake mrt yaaaa ??????
383,"@atomicdz_ @rifandaputri kalopun antusias, gakan cukup mrt, kereta, busway, menampung seluruh warga kalo bener2 gada yg naik motor. menurut gue intinya angkutan umum di jakarta msh kurang memadai.
contohnya busway, msh ada yg tumpah ruah di jalan jg, make jalan umum. jakarta belum sesiap harapan."
384,"didn't expect the mrt gonna be that nice, berasa ga di jakarta ??"
385,"#blibliindonesiaopen2019 besok udah mulai cuyy. jadi pengen ngistora lagi!! buat yg pertama kali ke jakarta dan ngistora sendiri, ga usah takut nyasar soalnya sekarang udah ada mrt yg langsung ke istora ??"
386,"anggota mpr ri dari fraksi nasdem, syarief abdullah alkadrie mengapresiasi pertemuan antara presiden joko widodo dan prabowo subianto di stasiun mrt lebak bulus, jakarta, sabtu (13/7). #mprri https://t.co/bcapb7gtv6"
387,"@atomicdz_ @rifandaputri ituu dia, pemerintah jakarta belum bisa memberikan trust terkait transportasi umum , but kereta , mrt itu udah cuku better banget sih, kalau soal kendaraan sih ya gw kurang tau menau keknya itu segitu jumlah kendaraan pemilik aja deh ga dipake semua segitu dijakarta"
388,"@thearieair wahhhh jadi beneran jakarta udah kembali ke masa2 saya masih bujang nih,padahal pas dua thn lalu kesana udah lumayan loh,malah sempat ""nonton"" jalur mrt yg blm jadi??"
389,"terimakasih pak @jokowi dan semua pihak yang terlibat dalam mrt, setidaknya bisa merasakan sedikit âsingapuraâ di jakarta ??"
390,@tiokalcapone saat ini mrt jakarta hanya melayani rute dari lebak bulus - bundaran hi.
391,"jam tiga kamu masih bilang iloveyou mas, jam lima udah mutusin aja.

emang bener sih perasaan bisa berubah, tapi ga sekilat gitu juga kali. udah kayak mrt jakarta aja??"
392,"@tubirfess teruntuk sender, yang kerja di jakarta itu bukan cuma yang tinggal dijakarta loh, tapi dari jabodetabek juga, lo nyalahin pemerintah? kan udah disediain kereta, mrt, lrt, busway, itu salah satu buat mengurangi polusi juga btw dan kanker paru paru disebabin bukan karena polusi aja"
393,"beberapa lokasi di jakarta, terutama di kawasan jalan sudirman-thamren-medan merdeka, menawarkan keindahan ibukota. memang tidak semuanya. tentu ini masih berkaitan dengan mrt yang menjadi bagian infrastruktur ibukota."
394,"@tubirfess perasaan kendaraan umum di jakarta kaya tj, krl, mrt murah deh"
395,"@urfavcha @tubirfess dia naik apa btw? gue keliling jakarta naik busway 3,500, naik krl 3000-6000 naik mrt belasan ribu. ini kawasan suburb dimana? pinggir jakarta> bahkan daerah ui pun udah ada busway yg kecil2 itu, ga masuk akal dia bilang mahal :) dia naik apa btw?"
396,"@tubirfess eh tpi karna aku ga punya kendaraan pribadi di jakarta jadi naiknya kendaraan online, mrt, atau busway??"
397,"@tubirfess @newlyshot pemerintah sdh mengeluarkan semua usaha. krl, tj, mrt. tapi kembali lg ke kondisi negara. penduduk jakarta sendiri padat banget. kamu pikir berapa banyak orang yg sudah beralih ke transport di atas, tapi kembali ke mobil pribadi saking padatnya? kamu ga bisa nyalahin siapa-siapa"
398,"@tubirfess wkwkw kamu warga jakarta? atau baru jadi warga jakarta :o
kok aku suka suka aja ya naik busway, naik mrt, naik krl :o mau jauh pun suka suka aja aku"
399,"aku bukan orang jakarta cuma beberapa kali pernah main ke jakarta, tapi mau nanya apa emang krl/ mrt/ busway selalu sepenuh itukah sampe pada lebih milih pake kendaraan pribadi? padahal aku waktu itu naik busway sama krl jauh lebih cepet sih dibanding pake pribadi/ ojol. https://t.co/v6bw4siaiv"
400,berkat 30 org teroris masup jakarta akhirnya bisa menjadi eo ketemunya 2 sexy killer di mrt wkwkkwkwk
401,"assalamualaikum twitter users! sebagai postan perdana, saya ingin foto pertama kali saya menggunakan mrt jakarta ?? https://t.co/xcxqw9zvsm"
402,"@dumzx yowis ke jakarta aja mas trus nyoba mrt, lrt sekalian ??"
403,mrt siapkan lahan parkir berkapasitas 150 mobil https://t.co/nufns5ylh0
404,"@ubikukuss @dodyjul @ankertwiter @jalurbekasi @mrtjakarta di mana2 mrt di asteng juga di banyak stasiun ada atm, bisa berderet beberapa, jakarta lengkapin lah segera."
405,"selalu takjub setiap naik mrt, karena masih ga nyangka jakarta udah seberkembang ini dalam rentang waktu kurang lebih 3 tahun. selanjutnya akan seperti apa ya? surprise me, jakarta!"
406,"@rifandaputri naik mrt beberapa hari yang lalu, sampe kawasan mrt cipete/fatmawati ngeliat kok jakarta sanaan dikit berkabut ya, etaunya polusi. tebal banget, kayak bulket."
407,stasiun mrt jakarta telah memiliki lebih banyak areaâ parkir https://t.co/dsbuzmsgzn https://t.co/wbxjauoe2a
408,"first time naik mrt bener2 bersih banget, dingin bgt disetiap stasiun, petugas nya ramah2, fasilitasnya memadai dan yg pasti keren, jakarta gak kalah keren pokoknya punya mrt seperti di negara2 luar sana mantap! https://t.co/ny0pjk1mkg"
409,"call me norak or whatsoever but iâm really amazed with jakarta mrt. 

pertama kali jd lgsg ngejudge âih kenapasi ga teraturâ pas liat antusiasme masyarakat thdp transportasi umum yg baru ada di jkt ini. 

ternyata makin kesini, makin rapih  & bersih. semua butuh penyesuaian ?????? https://t.co/auoepvobcr"
410,@mrtjakarta seharusnya di setiap stasiun mrt jakarta ada mesin atm. supaya pengguna kartu bank bisa isi ulang atau melakukan transaksi lainnya. ini standar yg ada stasiun2 mrt di seluruh dunia...
411,"pengen deh bisa bantu ngurangin polusi di jakarta ini, pengen kemana mana naik angkutan umum aja. cobain kali ya besok naik migo/mrt seharian @efilham ??"
412,"btw mrt jakarta bagus jg eh, g kalah ma yg d korea wkwkwkwk"
413,"@asikinhidup semoga jakarta ini ga macet lg, apalagi udh ada mrt dan krl, juga lg dibangun lrt. semoga warga jakarta bisa memanfaatkan transportasi umum yg udh disediakan pemerintah. ???? #visiindonesia"
414,"@fianiraa @mrtjakarta haduh hebat orang palembang udah nyobain mrt di jakarta, ngga kayak saya"
415,"perdana naik mrt di jakarta, bangga banget bisa sebagus dan serapih itu, jakarta rasa luar negeri, terima kasih ya pak @basuki_btp ??."
416,"oh iya, bts sama mrt itu dua entitas berbeda, yang bahkan pembayarannya tidak bisa dengan satu kartu yang sama. untuk ini jakarta masih lebih unggul, thanks to jak lingko aka bni tapcash."
417,@tubirfess emang bener kok nder. lagian pilihan transportasi umum di jakarta kan banyak ya dan mnurut gua udh bagus dan nyaman sih contohnya tj atau mrt gt. cuman pasti pada gengsi aja buat naik kendaraan umum
418,wagelase jakarta menyenangkan sekali transportasi umumnya dari kosan ke mayestik (pp) naik mrt + babang grab/gojek promo 1rb rupiah saja. tapi tapi bawa bahan total 38 meter capek giwlaaaa
419,"cobain naik mrt ke blok m , ????????, tinggal cobain  lrt , keren jakarta ku ???????????????????? #mrtjakarta #jakartakeren #banggadiindonesia https://t.co/pcbwhcvuap"
420,"menjelang sore, setelah ratusan purnama terlewati akhirnya kesampaian juga menjajal moda transportasi umum paling hits di ibukota, inilah dia jakarta mass rapid transit (mrt). mampir di stasiun fatmawati, stasiun favoritnya @nisyahdu https://t.co/isdk239rvy"
421,yuk perkaya lagi jakarta dengan karya-karya seni seperti mutal di tunnel stasiun mrt dukuh atas dan mari kita jaga bersama kebersihan dan keamanan. hayo semangat jajaran @dkijakarta https://t.co/4qhgglh2b4
422,"@pawaluhan023 mirisnya lg byk cebong tolol yg komen, malu jakarta dpt predikat kota berpolusi terparah, justru itu umpannya. nantinya anies akan ditanya bgmn solusinya mengatasi itu? gayung pun bersambut, dan cebong pun merasa keren naik mrt ??"
423,@hotparuliant silakan naik mrt jakarta ke arah bundaran hi dan turun di stasiun dukuh atas bni kemudian bisa dilanjutkan dengan naik ka bandara untuk menuju bandara soetta. terima kasih https://t.co/f8gnayf7tm
424,"mrt jakarta raup pendapatan rp50,4 miliar: https://t.co/dmgdwvbtja - pt mrt jakarta mengantongi 30 persen dari target pendapatan sebesar rp168 miliar di sepanjang tahun ini. pendapatan yang diperoleh berasal dari penjualan tiket. hitung punya hitung,â¦ https://t.co/fs1mp72rzt https://t.co/xmnxoknzq7"
425,"""nyobain moda transportasi baru di majalengka""
â°
â°
#mrt #majalengka #jakarta #yaumulahad #safar #barakah @ majalengka https://t.co/fkypjtjpxa"
426,"@kaesangp @4y4nkz saya warga jakarta. 
saya tau banget mrt.
tapi saya juga belum pernah naik mrt.
saya gak tau apakah saya harus bersedih atau bersahaja. 
sungguh saya tidak tau. 
kalok mas @kaesangp sendiri bagaimana? 

https://t.co/d5guxzdb23"
427,mrt jakarta evaluasi stasiun yang masih sepi penumpang https://t.co/c1fhri4qxj
428,"rt dikandika46: kaesangp ayo mas, nanti di pandu dri st. bundaran hi - st. lebak bulus, mrt jakarta sekarang lagi ngadain event #jelajahiâ¦"
429,"yah maap aku maunya kuliah di depok bukan di jakarta biar hemat ongkos bs naik ojol maupun angkot, angkot hanya tigaribu kalo jakarta riweh mana naik mrt he"
430,"o i a
talk about my last visit to jakarta, random aja kmrn wkt abis dr pi papasan face to face gt sm s1v1a az1z4h gt di escalator menuju mrt. she looked so keren irl hhu pgn bgt pdhl tanya dia ""tolong ajarin w hijaban ky gt donk"" tp krn w bukan sasaeng jd w diem aja ??"
431,"di kedua medsos mrt jakarta, sama sekali ga ada postingan tentang peristiwa menghebohkan kemarin.

paling jawabannya, ""maaf, kak, kami netral ??"" 

yaelah, itu udah paling netral kali peristiwanya ??"
432,mrt jakarta menyebut lahan park and ride yang kini dioperasikan masih bersifat sementara dan sedang disiapkan untuk fasilitas permanen  https://t.co/lpmiycmeyg
433,"@jokowi serasa spt di ln kt pa prabowo bersama pa jokowi.
sebelumnya btp pun bilang mrt jakarta lebih bagus dari ln...??"
434,"pak btw btw bwt, berkat mrt, kini kalau ada teman datang dari luar jakarta sudah tidak pusing lagi mau ajak kemana.

tinggal ajakin naik mrt.

hehe. https://t.co/ou0kbv7u7q"
435,waaa akhirnya naik mrt jakarta!!! bagus bgt kaco!!! gak nyangka indonesia bisa punya beginian??!!!
436,naik @mrtjakarta pakai e-money dari @idcorners lebih mudah sekarang.
437,dapet kembalian nya dolar semuaaa.. @mrtjakarta untung sukaaa naik @mrtjakarta
438,"lope banget kantor di jakarta kota ujung mau naik tije dan krl masih kosong, transit2 nya gampang, sejalur lg sama mrt. ah lope"
439,"naik angkutan umum di jakarta so cozy, ga mau turun lagi kalau udah di dalem krl, mrt, busway, transjakarta."
440,jadi tadi naik mrt.. trus turun di senayan.. *fyi jarang banget bisa jalan di trotoar jakarta. dan noraknya gue bagus banget jakarta ternyata kalo rapih begini:ï¿½) *mrtnya juga keren banget geng.. sampe pengen naik lagi.. semoga sampe seterusnya mrt bisa rapih dan sebagus ini
441,"dear @mrtjakarta tolong dong buat stasiun istora mandiri exit bei, disediain eskalator segera, kasian liat orang tua pada capek naik tangga trimakasii"
442,@mrtjakarta lift prioritas di sta istora ini sdh mati beberapa hari. apakah tdk ada tindakan perbaikan? kasian bumil2 disuruh naik tangga.
443,"@mrtjakarta saya klo naik mrt dari lebak bulus motor saya kudu taro di alfamart depan tangga, saran saya buatlah kantong parkir yang dekat jaraknya dan layak klo hujan naik ke mrt gak kuyup, kenapa gak pasang atap sepanjang jalan poins square menuju mrt yaa??"
444,"ga nyaman skr naik @mrtjakarta security2 trutama pd rese, udh ada metal detector ngapain pake priksa2 tas.. bikin keamanan bukan gitu caranya"
445,tarif mah ga masalah. kalau liat kualitas. tapi enggak ada park n ride di setiap stasiun. kalau naik transportasi umum lain ke stasiun waktu jadi lebih lama.. mudah mudahan akan tersedia park n ride minimal untuk motor di tiap stasiun
446,"kemarin naik mrt dari istora ke blok m, lanjut naik busway turun lppi kemang. gitu aja aku terharu loh, jakarta udah mudah aksesnya"
447,tadi pagi saya naik penumpangnya mulai berkurang 10-20%. saran saya banyak2 kerjasama dengan @pt_transjakarta @grabid @gojekindonesia agar ada diskon atau paket khusus dengan mrt sehingga menekan biaya transport
448,"masih jaman naik motor gunain dong transportasi umum @mrtjakarta bersih, santay, anjay, mantay, terimakasih mrt"
449,kenapa ya beberapa kali naik @mrtjakarta bauknya pesing???
450,min @mrtjakarta lapor. pagi ini halte mandiri istora exit bej lift mati dan tidak ada eskalator. ada ibu2 yg terpaksa naik tangga karena jauh lagi kalo berputar lewat exit pmj. dan sampai atas sangat terengah2. mohon perhatian fasilitasnya.
451,"jakarta bisa berubah kok dengan kita masyarakatnya jg berubah. gue lihat sh sepanjang naik mrt gk ada yg aneh2 kayak naik krl atau tj ya. dan mnrt gue, jakarta yg lebih ramah bagi pengguna angkutan umum itu akan terwujud. pasti."
452,iyaaa wkwk travelingnya naik mrt jakarta biar rasa singapore gituu wkwk
453,"serunya naik mrt jakarta dengan lokasi strategis daerah perkantoran, saya bisa sekalian cuci mata."
454,"hari ini ke klien nyobain naik mrt. lebih cepat, hemat, dan lebih sedikit panas-panasan @mrtjakarta"
455,"haha sorry gue rada kampung , baru pertama naik mrt dan cuman 1 kata ""amajiiinnnggg"" @mrtjakarta , jujur bangga bgt sih ...."
456,lrt dan mrt merupakan salah satu transportasi kebanggaan masyrakat jakarta
457,"bagi kami masyrakat jakarta, lrt dan mrt adalah mahakarya"
458,terwujudnya light rail transit (lrt) dan mass rapid transit (mrt) di jakarta sangat ditunggu oleh masyarakat.
459,"akhirnya pagi tadi mencoba @mrtjakarta blok m - lebak bulus lebak bulus - senayan. sangat bersih dan nyaman, fasilitas juga lengkap."
460,"dear @mrtjakarta, mohon ibu yg duduknya santai banget ini ditegur dong, ada petugas gtu yg patroli, ini bkn jam sibuk, petugas bisa keliling spt commuterline."
461,situasi stasiun @mrtjakarta bund. hi kemarin sore. kesan nyaman dan aman terasa banget.
462,nyamannya mrt jakarta
463,"akhirnya berkesempatan untuk nyobain peradaban barunya jakarta alias mrt. bersih, nyaman, dan cepat. semoga rutenya bisa diekspansi ke berbagai penjuru jakarta sehingga semua masyarakat bisa punya akses yang setara untuk menikmati moda transportasi yang keren ini."
