,tweet
292,alhamdulillah skr nyaman jalan jakarta jl protokol tidak_sungkan lg jalan mrt stasiun kreta commuter
293,untung naek mrt jakarta kagak kaget singapore mrt
294,rt jkt my first experience using mrt jakarta seneng banget indonesia udah mrt tidak_kebayang kalo lrt udh efisien bulak rumah jakarta
295,helloooww mba millenial masuk sudirman thamrin udah enak tj bentuk mrt you tau tidak_jarak dr rumah kantor km rumah jakarta angkutan tidak_pernah telat kecuali malas
296,jakarta jepang that was fast mannnnnn lol
297,jakarta cari jalan terdekat stasiun mrt
298,solusi kota kota surabaya bandung makasar brt tidak_perlu ikutan mrt lrt berbiaya mahal brt nya elevated koridor jakarta biaya murah lrt kapasitas angkut pakai bus gandeng
299,nama resminya ratangga akrab mrt moda transportasi anyar berbasis rel hadir fenomenal masyarakat jakarta kecepatan kenyamanan ketepatan tempuh andalan belum_pernah mencoba
300,melelahkan hunting foto sampe glodok btw foto mrt jakarta edit keren banget berasa jepang wkwk twitter dikompress jd maaf
301,oncom ha ha ha loe lihat tidak_mrt lrt dibangun utk usaha pusat utk atasi kemacetan jakarta loe jabarkan kebijakan pemprof dki utk atasi kemacetan kebijakan poinnya paham
302,macet pindah dr jakarta senang kl mrt mengurangi kemacetan
303,mrt jakarta berkurang macetnya ngk sih
304,pengen mrt h h h dah kangen jakarta aja
305,stasiun mrt jakarta ditawarkan nama perusahaan kompensasi pembangunannya istora mandiri blok m bca lebak bulus grab keren
306,great job z ngelamun aja kelewatan stop an gue untung tidak_bablas ampe lebak bulus stasiun mrt haji nawi in kecamatan cilandak daerah khusus ibukota jakarta
307,penjelasan kabin mrt jakarta berbau pesing
308,gak sangka nyoba mrt jakarta bagus mrt negara maju negeri euy naikin sih hongkong china malaysia
309,yah anjir kayak php banget bang wkwkwkwkwk gw jalan jalan jenius naek mrt jakarta udah seneng pas buka kecewa wkwkwkwk
310,liburan kamis istri menikmati keindahan jakarta bersih indah rapih lenteng agung busway jurusan lebak bulus ui harga terjangkau orang lebak bulus mrt jurusan hi senang bangga
311,kayaknya mrt transportasi cepat jakarta tp knp orang orang buru buru aja sih
312,sediakan feeder sta dukuh kawasan bisnis jakarta sudirman thamrin tidak_terpaksa mrt mahal luarbiasa
313,suka moda transportasi jakarta kai sdh banyaj berbenah kelas ekonomi eksekutif moda bersyukur indonesia tidak_kalah dgn eropa paris metto mrt eropa tram trans
314,integrasi mrt jakarta transjakarta
315,erikadamayanti tap tap nya mrt jakarta emng bermasalah gaksi so it s possibly not abt the cardholder
316,jakarta bikin mrt underpass cepat bikin jalur prioritas sepeda
317,also mengapresiasi transportasi jakarta udah busway mrt udh terintegrasi memudahkan glodok sbenernya bgt jd tidak_kerasa krn akses transportasi publiknya gampang semoga akses jakarta semudah
318,untung gue belom bolak dr gerbong gerbong wkwk gila iiihhhh tidak_nyangkaaa jakarta mrt scara pameran simulasi gerbongnya udah dr citos bilangnya realisasi
319,cobain mrt barengan kali sm keluarga pt pai hebohh hahaha jakarta indonesia
320,ya tidak_bisa pake mrt jakarta
321,kayaknya seru mrt jakarta commuter line
322,eh mrt ude gue kemaren lol tidak_kerasa kek jakarta hahahaha
323,just info moga mrt jakarta gue rajin mrt hahaha
324,mrt jakarta pembangunan nya murah
325,punyaa mandiri keren begambar bs dipakai mrt jakarta hhaha
326,mrt jakarta comuter line gimna nih keren bgt klo
327,nungguin mrt jakarta kupindahin saldo gue bca
328,kayak nets tidak_bisa ditap gate krl mrt jakarta nets tidak_kerjasama teknologi udah visa wave nets tidak_minta biaya apapun ya mrt jakarta mgkn pasang sam key gate
329,mrt jakarta paymentnya tidak_integrate paywave visa bro
330,berhubung nginep kos temen kemana pake transport jakarta k damri mrt k ojol k saldo gabisa keisi makan k jakarta abis k
331,hai kak mrt jakarta menyediakan parkir stasiun fatmawati posisinya bearada kantor camat cilandak
332,kereta mrt lrt trans jakarta sel khusus utk memenjarakan anarkis radikal dlm moda
333,jakarta tidak_bisa mrt jakarta belum_ada kerjasama visa
334,kalo mrt krl busway jakarta tidak_masa mrt sing bs dlm negeri tidak_bs
335,mrt jakarta tidak_atau belum_mendukung visa paywave pembayaran ya gimana ya
336,hayohayo jakarta padamu disegerakan mrt lrt krl tj paywave bisabisabisa
337,andai mrt jakarta udah useful banget berpergian
338,jakarta an trem presiden soekarno berpendapat trem tidak_cocok jakarta trem hapuskan ganti kereta tanah terealisasi skrg mrt
339,mrt jakarta ramah pejalan kaki sepeda
340,seoul subway singapore mrt kupenasaran mrt jakarta ternyataa
341,bgr ngedate enak parah babakan lebak beuh bandung daerah bukit mekar indah juara jakarta mrt bolak aja adem
342,jakarta jakarta nop tp belum_ada update daerah dki sampah manfaatnya panas menghasilkan tenaga listrik anis contoh mrt tp skrg realisasi
343,suasana stasiun mrt sepi jam segini bikin masyarakat beralih transportasi trans jakarta bajay apalah rame
344,jakarta gapernah mrt first time nyobain spore
345,mrt beneran kyk gini gue mrt gue tidak_tinggal jakarta
346,mrt jakarta bgtt uuuuuuuuu
347,yuyur udah kali mrt jakarta tu suka amazed loh kali nyoba pas hong kong kemarin mrt jakarta udah trial run
348,nyobain mrt jakarta suka deh tidak_di kopo mrt
349,mrt jakarta keren gayanya
350,first time using jakarta mrt all i can think is wow klo public transportation jakarta kayak gini standarnya gw banget sih transisi kendaraan
351,skuy jakarta macet krl mrt lrt kemana politik jakarta adem ayem gontok gontokan cinta jakarta kabut polusinya
352,moots tinggal jakarta transportasi krl mrt transjakarta gtgt enaknya pake brizzi flazz ato kartu tidak_ribet kl top up nya gt pls
353,kartu tersedia halte halte transjakarta halte halte transjakarta layanan jak lingko mrt jakarta terima kasih
354,mrt keliatan orang udah transportasi jakarta tas punggungnya dipakai
355,terinspirasi jakarta badung wacanakan bangun proyek mrt
356,nemu musik asik backsoundnya btpvlog kali coba mrt jakarta
357,berhasil impersonate announcer mrt jakarta trus impers announcer jepang hafal ya tsugi wa mamonaku
358,mrt jakarta nyobain yihiii mrt cp senayan station
359,nyobain mrt jakarta yeayy mrt jakarta
360,yellow line contoh sepele orang melanggar mrt or shelter trans jakarta orang mengabaikan garis kuning menunggu tujuannya
361,kali mrt kelewatan stasiun karna bengong tau tau udah tidak_di tanah wkwkwk genap kelewatan pemberhentian jenis angkutan jakarta krl mrt busway
362,ana jakarta barat tidak_ada stasiun mrt jakarta barat
363,mantap mrt tembus jakarta utara ingatnya dananya pakai pemerintah pusat tidak_boleh klam keberhasilan anis riau
364,telat bgt gasiii kalo terharu jakarta finally mrt loh a k h i r n y a h
365,ana orang jakarta belom naek mrt stasiunnya tinggal ana
366,tey jakarta mrt krl commuter line amrik tipe keretanya mrt krl bu
367,ardiyanti terima kasih mrt jakarta
368,mrt jakarta tidak_menyediakan park and ride stasiun bundaran hi
369,warga bandung main jakarta ngerasa angkutan kaya tj mrt ngebantu bgt orang jakarta mobil ya
370,cerita kenorakan mrt jakarta asli loh gembira senang
371,nama chisna pekerjaan duta mrt jakarta kegiatan nyuruh orang kemana aja naiknya mrt hahahaha
372,model kursi ala mrt jakarta model kursi adil penumpang memakan ruang duduk sesuai porsi suka jengkel sih kalo orang sebenernya ruang duduknya tidak_lebar jd lebar gara duduknya ngangkang
373,kaya orang jakarta udah ngerasain mrt mantep dah fasilitasnya mudah an aja alay ngerusak fasilitas lupa ikuti peraturan berlaku guys
374,thank u udah seharian jalan ngebolang jakarta mrt sih tepatnya nemenin buka sbm dibawah tanah ayo ditempat hehe
375,pembangunan pabrik pltu kepentingan rakyat tidak_mau bahas masnya menyebabkan polusi masnya tau tidak_mrt rlt klr salah solusi pemerintah mengurangi polusi jakarta
376,laa jakarta mrt wkwkwk
377,habis kelar capek pulang mrt sampe fatmawati abel ampe lebak bulus kelar terima kasih diajak jalan jalan jakarta keren abel so lucky to have you by my side mantappu djiwa
378,mrt jakarta speed nya beta emang lambat sih
379,menjaga tertib mrt stasiun pt mrt jakarta memberlakukan peraturan mari dijaga gaes jagain jodoh orang doang
380,hore kereta mrt jepang jakarta
381,iguuun yuk ah maen jakarta nyobian mrt
382,i woof you jakarta no matter what i woof you krl krl arah bogor jam pulang kerja i woof you so much you mean a lot for meh asoy dr berangkat serpong dr tanahabang pulang dr serpong tanahabang besuk coba berangkat pake mrt yaaaa
383,kalopun antusias gakan mrt kereta busway menampung warga kalo bener gada motor gue intinya angkutan jakarta msh memadai contohnya busway msh tumpah ruah jalan jg make jalan jakarta belum_sesiap harapan
384,didn t expect the mrt gonna be that nice berasa tidak_di jakarta
385,besok udah cuyy pengen ngistora kali jakarta ngistora tidak_usah takut nyasar udah mrt langsung istora
386,anggota mpr ri fraksi nasdem syarief abdullah alkadrie mengapresiasi pertemuan presiden joko widodo prabowo subianto stasiun mrt lebak bulus jakarta sabtu
387,ituu pemerintah jakarta belum_bisa trust terkait transportasi but kereta mrt udah cuku better banget sih kendaraan sih ya gw tau menau keknya segitu kendaraan pemilik aja deh tidak_dipake segitu dijakarta
388,wahhhh beneran jakarta udah bujang nih pas thn kesana udah lumayan loh nonton jalur mrt blm
389,terimakasih terlibat mrt merasakan singapura jakarta
390,mrt jakarta melayani rute lebak bulus bundaran hi
391,jam bilang iloveyou mas jam udah mutusin aja emang bener sih perasaan berubah tidak_sekilat gitu kali udah kayak mrt jakarta aja
392,teruntuk sender kerja jakarta tinggal dijakarta loh jabodetabek lo nyalahin pemerintah udah disediain kereta mrt lrt busway salah mengurangi polusi btw kanker paru paru disebabin polusi aja
393,lokasi jakarta kawasan jalan sudirman thamren medan merdeka menawarkan keindahan ibukota tidak_semuanya berkaitan mrt infrastruktur ibukota
394,perasaan kendaraan jakarta kaya tj krl mrt murah deh
395,btw gue keliling jakarta busway krl mrt belasan ribu kawasan suburb dimana pinggir jakarta daerah ui udah busway tidak_masuk akal bilang mahal btw
396,eh tpi karna tidak_punya kendaraan pribadi jakarta naiknya kendaraan online mrt busway
397,pemerintah sdh mengeluarkan usaha krl tj mrt lg kondisi negara penduduk jakarta padat banget pikir orang beralih transport mobil pribadi saking padatnya tidak_bisa nyalahin
398,wkwkw warga jakarta warga jakarta o suka suka aja ya busway mrt krl o suka suka aja
399,orang jakarta kali main jakarta nanya emang krl mrt busway sepenuh sampe milih pake kendaraan pribadi busway krl cepet sih dibanding pake pribadi ojol
400,berkat org teroris masup jakarta eo ketemunya sexy killer mrt wkwkkwkwk
401,assalamualaikum twitter users postan perdana foto kali mrt jakarta
402,yowis jakarta aja mas trus nyoba mrt lrt
403,mrt siapkan lahan parkir berkapasitas mobil
404,mrt asteng stasiun atm berderet jakarta lengkapin
405,takjub mrt tidak_nyangka jakarta udah seberkembang rentang ya surprise me jakarta
406,mrt sampe kawasan mrt cipete fatmawati ngeliat jakarta sanaan dikit berkabut ya etaunya polusi tebal banget kayak bulket
407,stasiun mrt jakarta memiliki area parkir
408,first time mrt bener bersih banget dingin bgt disetiap stasiun petugas nya ramah fasilitasnya memadai keren jakarta tidak_kalah keren pokoknya mrt negara mantap
409,call me norak or whatsoever but i m really amazed with jakarta mrt kali jd lgsg ngejudge ih kenapasi tidak_teratur pas liat antusiasme masyarakat thdp transportasi jkt kesini rapih bersih butuh penyesuaian
410,stasiun mrt jakarta mesin atm pengguna kartu bank isi ulang transaksi standar stasiun mrt dunia
411,pengen deh bantu ngurangin polusi jakarta pengen kemana angkutan aja cobain kali ya besok migo mrt seharian
412,btw mrt jakarta bagus jg eh g kalah ma d korea wkwkwkwk
413,semoga jakarta tidak_macet lg udh mrt krl lg dibangun lrt semoga warga jakarta memanfaatkan transportasi udh disediakan pemerintah
414,haduh hebat orang palembang udah nyobain mrt jakarta tidak_kayak
415,perdana mrt jakarta bangga banget sebagus serapih jakarta negeri terima kasih ya btp
416,oh iya bts mrt entitas berbeda pembayarannya tidak_bisa kartu jakarta unggul thanks to jak lingko aka bni tapcash
417,emang bener nder pilihan transportasi jakarta ya mnurut gua udh bagus nyaman sih contohnya tj mrt gt cuman gengsi aja kendaraan
418,wagelase jakarta menyenangkan transportasi kosan mayestik pp mrt babang grab gojek promo rb rupiah bawa bahan total meter capek giwlaaaa
419,cobain mrt blok m tinggal cobain lrt keren jakarta ku
420,menjelang sore ratusan purnama terlewati menjajal moda transportasi hits ibukota jakarta mass rapid transit mrt mampir stasiun fatmawati stasiun favoritnya
421,yuk perkaya jakarta karya karya seni mutal tunnel stasiun mrt dukuh mari jaga kebersihan keamanan hayo semangat jajaran
422,mirisnya lg byk cebong tolol komen malu jakarta dpt predikat kota berpolusi terparah umpannya anies bgmn solusinya mengatasi gayung bersambut cebong keren mrt
423,silakan mrt jakarta arah bundaran hi turun stasiun dukuh bni dilanjutkan ka bandara bandara soetta terima kasih
424,mrt jakarta raup pendapatan rp miliar pt mrt jakarta mengantongi persen target pendapatan rp miliar pendapatan diperoleh berasal penjualan tiket hitung hitung
425,nyobain moda transportasi majalengka majalengka
426,warga jakarta tau banget mrt belum_pernah mrt tidak_tau bersedih bersahaja sungguh tidak_tau kalok mas
427,mrt jakarta evaluasi stasiun sepi penumpang
428,rt dikandika kaesangp ayo mas pandu dri st bundaran hi st lebak bulus mrt jakarta ngadain event
429,yah maap maunya kuliah depok jakarta biar hemat ongkos bs ojol angkot angkot tigaribu kalo jakarta riweh mrt he
430,o i a talk about my last visit to jakarta random aja kmrn wkt abis dr pi papasan face to face gt sm s v a az z h gt escalator mrt she looked so keren irl hhu pgn bgt pdhl tolong ajarin w hijaban ky gt donk tp krn w sasaeng jd w diem aja
431,medsos mrt jakarta tidak_ada postingan peristiwa menghebohkan kemarin jawabannya maaf kak netral yaelah udah netral kali peristiwanya
432,mrt jakarta menyebut lahan park and ride dioperasikan bersifat disiapkan fasilitas permanen
433,serasa spt ln kt pa prabowo pa jokowi btp bilang mrt jakarta bagus ln
434,btw btw bwt berkat mrt teman jakarta tidak_pusing ajak kemana tinggal ajakin mrt hehe
435,waaa mrt jakarta bagus bgt kaco tidak_nyangka indonesia
436,pakai e money mudah
437,dapet kembalian nya dolar semuaaa untung sukaaa
438,lope banget kantor jakarta kota ujung tije krl kosong transit nya gampang sejalur lg mrt ah lope
439,angkutan jakarta so cozy tidak_mau turun udah dalem krl mrt busway transjakarta
440,mrt trus turun senayan fyi jarang banget jalan trotoar jakarta noraknya gue bagus banget jakarta kalo rapih mrtnya keren banget geng sampe pengen semoga sampe mrt rapih sebagus
441,dear tolong stasiun istora mandiri exit bei disediain eskalator kasian liat orang tua capek tangga trimakasii
442,lift prioritas sta istora sdh mati tidak_ada tindakan perbaikan kasian bumil disuruh tangga
443,klo mrt lebak bulus motor kudu taro alfamart tangga saran buatlah kantong parkir jaraknya layak klo hujan mrt tidak_kuyup tidak_pasang atap jalan poins square mrt yaa
444,ga nyaman skr security trutama pd rese udh metal detector ngapain pake priksa tas bikin keamanan gitu
445,tarif mah tidak_masalah liat kualitas tidak_ada park n ride stasiun transportasi stasiun mudah mudahan tersedia park n ride minimal motor stasiun
446,kemarin mrt istora blok m busway turun lppi kemang gitu aja terharu loh jakarta udah mudah aksesnya
447,pagi penumpangnya berkurang saran kerjasama transjakarta diskon paket khusus mrt menekan biaya transport
448,jaman motor gunain transportasi bersih santay anjay mantay terimakasih mrt
449,ya kali bauknya pesing
450,min lapor pagi halte mandiri istora exit bej lift mati tidak_ada eskalator terpaksa tangga kalo berputar exit pmj terengah mohon perhatian fasilitasnya
451,jakarta berubah masyarakatnya jg berubah gue lihat sh mrt gk aneh kayak krl tj ya mnrt gue jakarta ramah pengguna angkutan terwujud
452,iyaaa wkwk travelingnya mrt jakarta biar singapore gituu wkwk
453,serunya mrt jakarta lokasi strategis daerah perkantoran cuci mata
454,klien nyobain mrt cepat hemat panas panasan
455,haha sorry gue rada kampung mrt cuman amajiiinnnggg jujur bangga bgt sih
456,lrt mrt salah transportasi kebanggaan masyrakat jakarta
457,masyrakat jakarta lrt mrt mahakarya
458,terwujudnya light rail transit lrt mass rapid transit mrt jakarta ditunggu masyarakat
459,pagi mencoba blok m lebak bulus lebak bulus senayan bersih nyaman fasilitas lengkap
460,dear mohon duduknya santai banget ditegur petugas gtu patroli bkn jam sibuk petugas keliling spt commuterline
461,situasi stasiun bund hi kemarin sore kesan nyaman aman banget
462,nyamannya mrt jakarta
463,berkesempatan nyobain peradaban barunya jakarta alias mrt bersih nyaman cepat semoga rutenya diekspansi penjuru jakarta masyarakat akses setara menikmati moda transportasi keren
464,bikin loketnya tidak_efisien banget kartunya diisi manual petugasnya pake mesin kayak punyanya otomatis muntahin kartu cepat petugas tidak_perlu repot repot tap kartu reader
465,stasiun mrt dukuh kondisi bersih nyaman sampah
466,mrt singapura sore coba mrt jakarta nyaman aman
467,pulang jakarta liat mrt tiang mrt belom kepikiran kalo proyek uangnya ngutang ngutang bangga
468,stasiun bundaran hi penuh haus minum air putih aja berasa surga wkwkwk
469,antrian membeli tiket petugas tidak_ramah stasiun bundaran hi
470,udah kota nyobain mrt terima kasih gubernur mantan mantan gubernur dki jakarta keretanya dingiiiiinnnn
471,kemarin sempet nyobain mrt nya jakarta bagus ya hehe berasa kaya negeri it s a good thing ribu kemarin bolak istora blok a fatmawati mari jaga bareng bareng ya fasilitas transportasi nya
472,bahagia mahal senang senyum
473,asyiknya berangkat kerja
474,mrt udah serasa tokyo japan aja wkwk support your local transportation
475,tebak distasiun kalo transportasi mrt tau banget tidak_sengaja motret menarik jg seneng liat jakarta
476,halo stasiun senayan escalator mati lift mati cacat permukaan
477,senang keluarga senang bahagia mengajak indah senyuman
478,gub anak sy bungsu suka sy dampingi mrt fungsinya pengguna wajib tertib menjaga kebesihan
479,percaya tidak_kalo tarif sebulan semahal tarif transportasi helsinki mrt pp lebak bulus bundaran hi sebulan kerja x helsinki zona tarif sebulan penuh
480,kalo liat stasiun mrt china dalem banget bersyukur kalo mrt jakarta tidak_dalem bgt
481,mrt jakarta biar ikutan kekinian stasiun fatmawati tampias ujan sp masuk ruang tunggu anak sy pake payung duduk ruang tunggu keren jakarta sdh terwujud mrt semoga rawat rusak
482,jujur tidak_kapok transportasi publik lg seharian pulang pergi mrt metrotrans pedestrian walk nya nyaman hehe suka jakarta
483,berangkat lari biar tidak_macet bayar goceng menitan nyampe lari jalanan lengang transjakarta gratis cinta jakarta
484,krl mrt transjakarta keliling jakarta seharian puasss banget
485,terima kasih tidak_pernah menyangka bendungan hilir karet lebak bulus ditempuh menit transjakarta s jalurnya padat merayap pondok indah mrt tidak_duduk nyaman
486,replying to tolong dibuatkan sosialisasi pemakaian lift prioritas miris liatnya orang berjejalan antri lift membutuhkan lift tidak_bisa pake
487,gw mrt ngerasa bau pesing ya alat pel nya tidak_bersih nih
488,enjoy menikmati perjalanan krl bus tj mrt menelusuri utara selatan jakarta tulisan menikmatinya berharap bertemu dengannya
489,kdg pengen ketawa ndiri lift stasiun tidak_kebagian tmpt sehat tidak_hamil hamil nunggu lift nya kosong
490,aja singapur kalinya pesawat kalinya negeri kalinya mrt napa jakarta negara tidak_berani nyoba mrt
491,besok tidak_lagi deh juara
492,tau reaksi gue barusan kali mrt jakarta mewek saking terharu bangganya gue nulis buku ttg mendambakan mrt
493,harga yaaa murah anak jakarta busyeng rp an tidak_usah jogja mah eh iya lokasinya jalan h nawi tidak_jauh lampu merah itc fatmawati kalo turun stasiun h nawi tinggal jalan dikit cocok deh city tour hehe
494,stasiun fatmawati arah bund hi turun stasiun senayan utk makan malam fx tiket bayar utk jalan dr hi fatmawati senayan ribu orang happy bgt menikmati mode transportasi canggih cepat murah bikin ceria
495,hujan deras menikmati jakarta keluarga
496,mrt fatmawati nemuin tanda aneh gini uda cc akun mrtjakarta tidak_ada respon tidak_viral tidak_direspon ya
497,mrt jakarta kali senang
498,seru nyaman bersih cepat banget jarak stasiun bund hi stasiun lebak bulus menit beneran bangga moda transportasi keren
499,ditegur gerbong dikhususnya wanita jam dituliskam pie tipu
500,ga ngomong makasih bgt aldi kerja rekan keamanan bertualang stasiun fatmawati dompetnya ketemu oh ya doain dedek bayinya sukses bravo
501,mencoba kali so excited
502,my first time nyobain mrt alhamdulillah indonesia mengembangkan infrastrukturnya semoga pemerintah berbondong mengembangkan infrastruktur indonesia berguna
503,kemarin siang halte plaza indonesia tidak_ada ptugas kliling negor sy langsung lapor satpam disitu tp cm iya aja follow through nih aturan denda nya perbanyak satpam kliling denda in mreka sdm dibekali capability jg
504,mencoba nursery room nya stasiun mrt setiabudi astra wow tidak_nyangka bersih adem terimakasih fasilitas terbaik menyusui ganti diapers anak
505,pantes kaya bau pesing salut petugas sigap langsung bersihkan
506,min kali yaa perhatian petugas mrt dukuh bgt lift prioritas semestinya
507,tdi mlm malam d penumpang menempel peron alih dngn sopan salah petugas jarak berteriak woiii penumpang tsb salah lbh sopan tks
508,petugas takut tegur sm penumpang krn laki tau loh kl penumpang tidak_nyaman sm anak laki emang anak laki pedopil sm wanita dewasa aneh kreta khusus wanita bkn hny utk wanita anak wanita tp utk dg anak
509,staffnya mrt keren yak ari nanya petugas security wcnya dimana dikasi arahan gua bilang terima kasih balesnya senang hati membungkuk dikit tangan dada salut
510,info tidak_saya petugas loket mrt top up jaklinggo ktnya gakbisa bisanya dimana jwb gaktau tidak_informatif pdhl beli kartu stasiun mrt kalo blm ready mending jgn jual thanks
511,alhamdulillah sy sdah cb mrt nyaman petugas ramah bgt ksh ptunjuk i proud with trimakasih
512,pengalaman perdana mrt jakarta sore bersih nyaman mesin kartu lancar orang orang gerbong tidak_urakan petugas jaga gerbong aman tidak_paham sing ngomal ngomel ae isok e
513,salut petugas antusias aktif mengkoreksi kelakuan penumpang lokasi stasiun cipete raya
514,petugas lebak bulus abis tidak_ikutin aturan dibantai salut
515,ac nya duingin pool perjalanan on time petugas security ama cleaning service nya ramah kayanya bagus view nya sta fatmawati tidak_sempet kesitu
516,abis nyoba mrt jakarta jujur gua amaze mrt jakarta gara gara mrt lumayan merubah wajah jakarta tidak_kalah kayak negara tetangga
517,namanya stasiun mrt istora mandiri sponsornya mandiri tidak_ada atm mandiri kcp isi ulang e money
518,dinas tata kota jakarta tersayang tolong pedestrian stasiun mrt istora senayan dikasih penghijauan aspal aja panas orang orang jalan disana kepanasan tidak_ada melindungi berjalan
519,trotoar stasiun fatmawati arah perempatan fatmawati udah seminggu banget ulat bulu udah berkurang sih semenjak muncul kemarin bgtbgt tetep geli
520,malam min ac d stasiun senayan tidak_nyala ya panas tidak_dingin kayak brasa nunggu diluar tks
521,min tolong dibuatkan koridor atap park ride hujan jalan park and rode stasiun lebak bulus suka bau pesing
522,perbandingan akses masuk stasiun tanah mrt asia tenggara jakarta sejajar singapura bangkok kuala lumpur
523,udah sih gitu aja ceritanya bagus mrt jakarta nyaman bangga besok besok mrt ah kalo
524,enak bgt mrt jakarta cepet nyaman gapake macet macetan jalan
525,mohon aroma pesing stasiun lebak bulus diselesaikan menyengat tidak_nyaman pejalan kaki
526,terima kasih mas petugas kebersihan aja nyikat lantai pk
527,kesan mencoba fasilitas mrt ibukota memuaskan setara berkunjung singapore kualalumpur nyaman bersih pegawai ramah
528,min kmren mrt suara masinisnya keras kalah bising rel ktika otw plaza blok m senayan
529,kemaren gagal mrt jakarta
530,oke gue alay tp seneng bgt mrt jakarta loh negeri alhamdulillah kemajuan negara
531,hi lift stasiun bundaran hi barusan pengguna kursi roda kesulitan eskalator terima kasih
532,kantor kemang males meeting jakarta pusat stasiun cipete menteng menit meeting jam total jam menit rush hour terimakasih eksekusi nyata
533,pulang pergi kerja menyenangkan lancar aman bersih antrean belum_beres perlahan budaya terbentuk yes infrastruktur publik digenjot presiden fr
534,sore utk kali ajak sasha krn lg libur sekolah kali mrt penuh bgt mgkn krn pas pulang kantor jg rombongan diajak mba brg mas dkk makasih mbak ezki
535,efek mrt seminggu irit uang tidur lbh on time ngantor seminggu telat adem dandan tuh tidak_luntur rambut tidak_bau matahari mood happy sesimple liat orang tertib badan seger pagi jalan kaki cinta bgt makasih
536,nyoba mrt fatmawati hi keren terima kasih pa gubernur
537,video anak mencoba mrt selamat semoga tidak_hanya moda transportasi massal mengurangi kemacetan jakarta simbol peradaban indonesia maju
538,pehobi bersepeda kemudahan akses nih memperbolehkan sepeda lipat masuk ratangga tunggu yuk transportasi
539,menjajal mrt jakarta gubernur dki kepala daerah jakarta warga stasiun bundaran hi turun lebak bulus menit jalan senang masyarakat antusias semoga mrt beroperasi
540,bangga senang jakarta udh krl transjakarta mrt
541,rapid apanya nunggu kedatangan mrt ya menit kayak busway nunggunya menit
542,bawa seli tidak_boleh duduk ya ramadhan berdirinya disisi orang dissabilitas
543,temen bawa sepeda udah tidak_bisa duduk mrt udah kesekian kalinya usir dr duduk alasan
544,mrt bau pesing yaallah rame bet kaya ngantri sembako ngejubel hi lebak bulus heran gua mah kirain jakarta sepi hmmm
545,jakarta sore asik banget jalan jalan sore survey dg mrt n bbrp cita pengen nyobain turun stasiun n liat suasana stasiun cuaca sore tidak_panas berangin lembut kali gw ngerasa enjoy jkt
546,min loket mrt ngk top up uang eletronik flazz emoney tranjakarta kemaren kehabisan saldo terpaksa beli single trip mrt
547,mencoba railink mrt takjub jakarta udah keren transportasi nyaman cepet yah salut
548,mrt menguras emosi wajib tahan emosi beli tiket antrian krn kurangnya loket tiket beli minum susah smoga kedepannya perbaikan khususny weekend sabtu minggu
549,mudah murah cepat keliling jakarta terimakasih semoga periode membangun infrastruktur negri indonesia
550,sy mrt blm liat patroli sih
551,aroma mrt mendapati aroma teman menyebutnya bau pesing tidak_terlalu setuju bau mendekati
552,mrt memudahkan pencapaian tujuan mengurangi pengguna mobil motor meningkatkan pergerakan ekonomi kota meningkatkan kesehatan pengguna lumayan turun anak tangga stasiun
553,nyobain mrt jakarta wkwk ketinggalan banget ya nyobain kali mrt singapore mrt jakarta bagusnya singapore
554,anti macet macet club thank you cc pakde
555,bangga bgt mrt and it still feels surreal everytime i ride on it feels like i m not in jakarta sebangga semoga secepatnya nambahin rute kota bs cepat menyusul
556,w mrt norakkkkkkk bangttt murah nyaman lucuuu trs kaget tbtb nyampe ayu bangun grogol memudahkan ku kampus
557,halo aja bantu dgn tongkat kesulitan karna tidak_di prioritaskan lift byk pnumpng pakai lift n cuek lapor satpam gpp gimana ya tolong bantu masyarakat brusaha menyadarkan org g tertib
558,ramah penyandang disabilitas kecelakaan pake kruk mrt pergi pulang kantor nyaman jempol fasilitas pendukungnya
559,for the first time coba mrt beroperasi bener bener bantu bgt segi fasilitas gaperlu macet macetan lebak bulus bundaran hi mnt
560,barusan lihat iklan kabar senat anggota dpr sidak fasilitas mrt jakarta gan lihat dalamnya nyaman banget jakarta perlahan jg sdh mengatasi kemacetan gan salah satunya dg jenis fasilitas transportasi massal jkt
561,antrian petugas loket
562,petugas security tidak_pny nyali utk menegur penumpang sdh sdg makan dlm mrt
563,mohon bantuannya menyediakan petugas mesin tiket otomatis stasiun bundaran hi pengguna isi ulang tidak_bisa tidak_ada petugas membantu mengantri sia sia
564,menemukan sampah berserakan kursi tunggu lebak bulus grab security kemana petugas kebersihan kemana
565,alhamdulillah jakarta minggu lgsg jajal moda transportasi massal nyaman n drpd pusing hadapi kemacetan dr lebak bulus grab mpe bundaran hi mending mrt ajah hehehe
566,seru keliling kota jakarta mrt serasa turis daritadi norak bgt wkwk
567,yo udah berkali kali stasiun lebak bulus sadar tidak_ada sampah peron sekuriti kebawah tidak_ada diluar tap in toilet nice one
568,ya sampe kalo terkagum kagum berasa surreal jakarta mrt
569,cobain mrt stasiunnya luas banget keretanya keren tidak_kalah singapore sayangnya bangkunya tidak_empuk kaya krl commuter mgkn krn dirancang utk perjalanan ya jd gausah empuk indonesia bikin mrt selamat mrt keep up the good work
570,suka on time silahkan suka ngaret silahkan terpampang perbedaan pelayanannya we ll see gue acara sentraya udh jam tp skrg msh tebet
