,tweet
217,hanya bisa melihatmu dari kejauhan bersama yang lain 
218,malam ini dimulai dengan ngobrol bareng dengan alumni smk negeri samarinda di jakarta lalu kita menuju mrt bundaran hi lanjut ke istora merdeka lanjut ke wisata kuliner di sate tai chan senayan semoga bisa 
219,belom pernah nyoba mrt yg di jakarta padahal dr kantor tinggal ngesot giliran di luar yg dicari mrt maklum taxi nya mahal jiwa qismeen tidak_jauh dr hitung menghitung 
220,penumpang mrt di jakarta ni lama lama gayanya ketaker kaya nasi berkat 
221, ya menurut gua lrt and mrt ada waktunya bakal jadi pepes presto juga because yaa emang populasi di jakarta udah kebanyakan bangettt overload gtu wkwk 
222,mrt klaim bisa kurangi kendaraan pribadi di jakarta 
223,panduan naik mrt di yang bikin traveler merasa lagi ada di 
224,dor ada yg pernah naik mrt jakarta pake kartu single trip itu sistemnya sama kayak kartu thb commuter line tidak_sih yang pernah rep dong ak mau tanya hehe
225,mrt jakarta belum_optimal integrasi moda transportasi minim dki jakarta jakarta dki jakarta 
226,jakarta udah sembuh sejam dari kantor sampe st sudirman ku mual ku mau muntah yawlaaaa tau gini tadi naik mrt
227,mrt miniatur jakarta
228, yup mrt terbukti mengurangi kemacetan jakarta sekitar bahkan sebelum mrt beroperasi saat penelitian tomtom dilakukan 
229, pt mass rapid transit jakarta mrt processing data intern if you can operate microsoft office and do the data entry you can join in processing data with month experience in mrt jakarta more details can be obtained at 
230, lebaran kemaren sengaja ke jakarta seminggu cuma buat cobain angkutan umum mulai bajaj krl busway dan mrt senang sekali tapi knpa tidak_nemu yg gratis ini yak 
231,flap gate scanner gate mrt jakarta kenapa so problematic ya di singapura atau malaysia tidak_gitu 
232,cukup excited dan nervous secara bersamaan gasabar nonton cuii masih lama bgt tapi karena udah megang tiket jadi maunya cepetan dan mau nyoba mrt untuk pertama kalinya wkwk gimana sih nih orang jakarta masa baru nyoba huhu
233,alhamdulillah it s mrt indonesia stasiun blok m mrt jakarta 
234,hari minggu kemarin naik mrt jakarta gue beli kartu single trip di vending machine terus kan ada kembaliannya uang koin 
235,mrt jakarta ini dutch roll nya minim sekali ya tidak_kerasa 
236, hai kak mohon maaf kartu tapcash yang menyatu dengan ktm saat ini tidak_berfungsi untuk layanan mrt jakarta terima kasih
237,halo sobat mau keliling jakarta tidak_usah pusing lagi naik kereta aja kehadiran krl mrt dan kini lrt memudahkan mobilitas warga jakarta 
238, depo listrik mrt fase ii tak kunjung dibangun ini penjelasan pln rt jakarta men 
239,jadi relnya mengandung listrik ges beda sama mrt sama krl ini pake listrik aliran bawah yang ada di rel kalo doi pake listrik aliran atas sushi hiro in jakarta utara dki jakarta 
240,seneng deh skrg gue mau main sejauh apapun di jakarta bisa balik kerumah dgn mudah naik mrt tidak_lagi kena debu dan asep jalanan hehe
241,mrt jakarta sudah tahun jadi pengen tahu tahun itu perjuangannya seperti apa rata rata artikel ngasih info timeline pembangunannya bukan tentang perusahaannya 
242, pratama jakarta dibangun mrt lrt kereta cepat dll untuk apa sedang china siap dana t untuk pemindahan ibukota
243,first ever jakarta mrt experience it was a pleasant journey 
244, mimin izin bertanya apakah nanti ada kebijakan jika kartu multi trip commuter line jabodetabek bisa digunakan juga untuk naik mrt jakarta terimakasih 
245,tergamau naik mrt kalo gaada tujuannya akhirnya for the first time ada kesempatan yg mengharuskan naik mrt terharu bgt jakarta bisa begini 
246, karena mrt dan lrt cuma buat orang jakarta ataupun yang udah nyampe jakarta dan butuh moda transportasi dalam kota kalo commuter line jabodetabek kan udah melintas akap
247, seharusnya perawatan dilakukan setelah jam operasional pukul sd pukul coba pelajari apa yg sudah dilakukan pt mrt jakarta 
248,satu etiket yang masih harus dipelajari oleh penumpang mrt jakarta jangan berdiri di sekitar pintu keluar masuk kereta masuklah ke dalam dan jangan menghalangi orang 
249, hai kak mrt jakarta beroperasi normal dengan rute dari stasiun lebak bulus grab bundaran hi terima kasih
250, kemacetan di jakarta menurun karena mrt cs tingkat kemacetan di jakarta menurun 
251, kenapa sih palembang tidak_diminati ya aku tidak_tau daerah sana sih tapi kalo di jakarta kamu yang kerja mau naik motor dan mobil siap siap berangkat jam atau pagi demi tidak_kena macet di jalan makanya mereka lebih memilih krl dan mrt
252,udh balik neng jakarta aku blm nyobain naik mrt hiks sedi
253, ih dodol ahahaha ydah tidak_papa kalo kita berjodoh sebagai mutual kita bisa hang out yah tidak_le thailand yg deket aja ke jakarta aku blm nyoba mrt di jakarta
254,akhirnya rasa penasaran dibayar lunas kagak pake dicicil naek mrt juga nih keren banget sih berasa lagi di luar negeri 
255,gue kira td lo mau ngetik jadi betah duduk di mrt jakarta ya monmaap barti bukan jakartanya yang sejuk ac nya aja bikin masuk angin ehe 
256,kalau di jakarta ada krl mrt lrt maka di nagara hss ada jukung sudur bagandingan nagara panen semangka eh jadi ingin berwisata semangka sumber boernot follow habargawian 
257, perasaan sih dibawah juta juga bisa hidup layak di jakarta dg kost kamar mandi dalam asal tidak_pakai ac masak sendiri naik public transport tj krl mrt tidak_sering ke mall tapi kalau mau yg versi menikmati hidup entahlah 
258,di mrt jakarta gaada tv gini yah 
259,jakarta malem ini lumayan sejuk angin semilir jadi betah duduk di pinggiran stesyen mrt dukuh atas 
260,akhirnya cobain mrt di jakarta 
261,berharap kedepannya warga jakarta lebih banyak menggunakan transportasi publik dibanding kendaraan pribadi karena semenjak asian games jalur pedestrian diperbaiki biar pejalan kaki nyaman apalagi pedestrian yang dideket stasiun mrt udah rapi makin enak bgt 
262,tadi uji publik lrt yeay emang sebenernya masih agak jauh dari rumah ke velodrome tapi dari segi kebersihan sampe ketepatan waktu kedatangan gabeda jauh dr mrt petugasnya ramah ramah dan bersih banget terlalu cinta sama jakarta dan seisinya bedanya cmn di gerbongnya aja 
263, lebih enak mrt jakarta atau tube london 
264,mrt gelora bung karno senayan jakarta indonesia 
265,pake transjak menuju gbk khalid mau ngerasain mrt slipi jaya jakarta barat 
266,mrt jakarta trying the jakarta mrt couple months ago and i was so excited finally we have new public transportation in jakarta it will be much easier for commuters to travel around jakarta 
267,balik ngampus pulang ke rumah ganti baju olahraga cabut bundaran hi naik mrt jakarta gbk my daily routine jangan lupa sempetin olahraga 
268, hai kak mrt jakarta beroperasi mulai pukul terima kasih
269, muh hai kak kartu brizzi bisa digunakan untuk naik mrt jakarta terima kasih
270,public trial lrt tidak_terlalu hype beda bgt sama public trial mrt apakah karena lokasinya di jakarta timur hmmm
271,menjajal ratangga mrt jakarta mulai beroperasi maret moda transportasi masal berbasis kereta listrik ini mengadopsi desain dan teknologi jepang dengan nilai proyek rp t berasal dari pinjaman 
272,selamat sore monggo ditonton trip report keren mencoba naik review mrt jakarta dari bundaran hi ke lebak bulus 
273,i m at stasiun mrt senayan in jakarta selatan dki jakarta 
274,ngedate alam teh di jakarta dimana ya gue aja liat gunung pas di stasiun fatmawti pas naik mrt senengnya bukan main 
275,mawar ke jakarta yok melati ngapain mawar nyoba naik mrt sama liat monas melati mung ngono tok mawar yo iyo to lha ngopo meneh melati somplakmu mbok dikurangi wis tuo barang mawar wkwkwk
276,mrt jakarta tidak_kalah sama yg pernah saya naikin di singapur trnyata 
277,sudah lama tidak_ke pusat jakarta sudah lama tidak_naik transportasi umum sudah lama tidak_jalan jalan di jakarta belakangan ini cuma bolak balik kantor kosan yang cuma menit jalan kaki kangen juga sama krl dan busway eh mrt juga 
278,ada mrt dan lrt benarkah macet jakarta mulai terkendali 
279,sayang bgt sama mrt jakarta gila sangat mempersingkat waktu gue 
280,angkot trans jakarta krl mrt yuhu list jalan jalannya sudah terpenuhi semua terima kasih jakarta aku sangat menyukai kotamu 
281,aku pengen bgt ke jakarta terus main di dufan jalan kaki disepanjang scbd main ke kotu naik mrt dr hi ampe lebak bulus trs balik lagi turun blok m muter naik krl sm busway jajan di daerah tebet huhu 
282,dulu pulang dari semarang pasti ngejarnya transjakarta ke lebak bulus tp jalurnya muter yatuhan jauh ke kedoya dulu sekarang mrt tinggal naek tujuan sama walau mahal dikit jadi ada pilihan tidak_harus pusing muter muter dulu naik tije makin sayang sama jakarta 
283, trimakasih pak sudah menghapus larangan kendaraan roda lewat tamrin sehingga ojol bisa lewat btw jakarta sudah ada mrt trans jakarta dan jak lingko yg terintegrasi untuk mengatasi kemacetan masih gagal move on juga 
284, gua suka banget sm jakarta padahal gua bukan orang jakarta gatau kenapa seneng aja liat gedung tinggi ditambah lagi afa mrt lalu lalang so beautiful ayo nder coba ke jakarta pasti kamu bakal suka dehh dijamin 
285,pgn bubur johnny fatmawati tp udh gatau kemana skrg gara kegusur waktu pembuatan mrt bubur terenak se jakarta huhu
286,biar warga nya sehat pak jalan kaki dan kalo kebanyakan macet nya warga biar pake angkutan umum jakarta yang sudah canggih canggih seperti mrt lrt brt prt dan art 
287,norak ngaku anak betawi malah baru pertama kali naik mrt ya gini deh rada norak biarin deh jakarta makin oke berkat semua pemimpin yang ok terima kasih
288,nama resminya ratangga tapi akrab disebut mrt moda transportasi anyar berbasis rel ini hadir fenomenal bagi masyarakat jakarta kecepatan kenyamanan dan ketepatan waktu tempuh jadi andalan kalian sudah pernah naik atau belum_pernah mencoba 
289, jangan naik ojol mbak kuuh mrt krl trans jakarta giih 
290, transjakarta wkwkw iya kanda aslinya belon pernah naik mrt lebih suka jalan kaki menyusuri trotoar kota jakarta yg mulai nyaman dilalui 
291,kedua entah ini valid atau tidak_tapi yang namanya sudah operasi ya harus segera dibenahi ya sudah lebih dari bulan operasional mrt jakarta sangat menyenangkan yang disayangkan adalah tapping machinenya yg masih masih jelek bgt sistemnya khususnya di hi
292,alhamdulillah skr nyaman jalan di jakarta di jl protokol tidak_sungkan lg jalan menuju mrt atau stasiun kreta commuter 
293,untung sering naek mrt di jakarta jadi kagak kaget sama singapore mrt 
294,rt jkt my first experience using mrt jakarta seneng banget indonesia udah punya mrt tidak_kebayang kalo lrt udh jadi pasti lebih efisien bulak balik dari rumah ke jakarta 
295, helloooww mba millenial masuk sudirman thamrin itu udah paling enak segala ada tj segala bentuk mrt you tau tidak_jarak dr rumah saya ke kantor km rumah saya masih di jakarta tiap hari naik angkutan umum tidak_pernah telat kecuali kalau saya lagi malas 
296,jakarta rasa jepang that was fast mannnnnn lol 
297,sekarang kalau mau ke jakarta selalu cari jalan terdekat ke stasiun mrt 
298,solusi untuk kota kota seperti surabaya bandung makasar brt tidak_perlu ikut ikutan mrt dan lrt yang berbiaya mahal tapi brt nya harus dibuat elevated seperti koridor di jakarta biaya jauh lebih murah dari lrt tapi kapasitas angkut bisa besar pakai bus gandeng 
299,nama resminya ratangga tapi akrab disebut mrt moda transportasi anyar berbasis rel ini hadir fenomenal bagi masyarakat jakarta kecepatan kenyamanan dan ketepatan waktu tempuh jadi andalan kalian sudah pernah naik atau belum_pernah mencoba 
300,hari yang melelahkan hunting foto sampe ke glodok btw ini foto mrt jakarta tanpa di edit keren banget berasa di jepang wkwk mungkin di twitter bakal dikompress jd maaf 
301, oncom ha ha ha loe lihat tidak_mrt dan lrt itu dibangun utk apa itu usaha pusat utk atasi kemacetan jakarta sekarang loe jabarkan kebijakan apa yg dibuat pemprof dki utk atasi kemacetan kebijakan apa itu poinnya paham
302, karena macet saya pindah dr jakarta pak senang kl mrt dapat mengurangi kemacetan
303,setelah ada mrt jakarta berkurang macetnya ngk sih 
304,pengen naik mrt lagi h h h dah kangen jakarta aja 
305,beberapa stasiun mrt di jakarta ditawarkan untuk diberi nama perusahaan tentu saja dengan kompensasi pembangunannya seperti istora mandiri blok m bca dan lebak bulus grab keren 
306,great job z ngelamun aja kelewatan dong stop an gue untung tidak_bablas ampe lebak bulus stasiun mrt haji nawi in kecamatan cilandak daerah khusus ibukota jakarta 
307,apakah ada penjelasan kenapa kabin mrt jakarta berbau pesing 
308,gak sangka baru nyoba ternyata mrt jakarta justru lebih bagus dari mrt negara maju lain di luar negeri euy setidaknya dari yang pernah saya naikin sih seperti di hongkong sebagian china malaysia bahkan 
309, yah anjir kayak php banget bang wkwkwkwkwk gw baru mau jalan jalan karena punya jenius naek mrt jakarta udah seneng pas buka kecewa wkwkwkwk 
310,liburan saya kamis bersama istri menikmati keindahan jakarta yang bersih dan indah rapih awal dari lenteng agung saya naik busway jurusan lebak bulus ui harga terjangkau orang di lebak bulus naik mrt jurusan hi senang bangga 
311,kayaknya mrt itu transportasi paling cepat di jakarta saat ini tp knp orang orang masih buru buru aja sih
312, sekalian sediakan feeder dari sta dukuh atas ke kawasan bisnis jakarta termasuk sudirman dan thamrin agar kami tidak_terpaksa menggunakan mrt yg mahal luarbiasa
313, saya suka moda transportasi di jakarta sekarang ini pak selain kai yg sdh banyaj berbenah baik kelas ekonomi maupun eksekutif dan moda lainnya bersyukur sekali indonesia tidak_kalah dgn eropa sekarang paris punya metto kita punya mrt eropa punya tram kita punya trans 
314,integrasi mrt jakarta dan transjakarta 
315, erikadamayanti tapi tap tap nya mrt jakarta emng sering bermasalah gaksi so it s possibly not abt the cardholder 
316, di jakarta bikin mrt dan underpass lebih cepat dari pada bikin jalur prioritas sepeda
317,also ingin mengapresiasi transportasi umum jakarta yang udah makin baik busway mrt udh terintegrasi itu sangat memudahkan glodok yg sbenernya jauh bgt jd tidak_kerasa jauh krn akses transportasi publiknya gampang semoga akses ke semua tempat di jakarta bisa semudah ini 
318, untung gue belom bolak balik dr gerbong ke gerbong wkwk gila iiihhhh tidak_nyangkaaa akhirnya jakarta punya mrt scara pameran simulasi gerbongnya udah dr tahun di citos waktu itu bilangnya realisasi 
319,akhirnya cobain mrt dan barengan pertama kali sm keluarga pt pai hebohh hahaha jakarta indonesia 
320, ya tapi tidak_bisa di pake di mrt jakarta 
321,kayaknya seru juga bisa di mrt jakarta atau commuter line 
322, eh mrt ude gue sama kemaren lol tidak_kerasa kek di jakarta hahahaha
323,just info moga mrt jakarta juga bisa jadi gue rajin naik mrt hahaha 
324, mrt jakarta pembangunan nya lebih murah
325, punyaa kok mandiri keren begambar bs dipakai di mrt jakarta hhaha
326,mrt jakarta comuter line gimna nih keren bgt dong klo bisa 
327,nungguin mrt jakarta bisa begini kalau bisa akan kupindahin semua saldo gue di bca ke 
328, sama kayak nets yg tidak_bisa ditap di gate krl atau mrt jakarta karena nets tidak_kerjasama secara teknologi udah sama tapi kalau visa wave dan nets tidak_minta biaya apapun ya mrt jakarta mgkn mau pasang sam key mereka di gate 
329, kan mrt di jakarta paymentnya tidak_integrate sama paywave visa bro
330,berhubung nginep hari di kos temen kemana mana pake transport di jakarta k damri mrt k ojol k saldo gabisa keisi makan k jadi selama di jakarta hari abis k 
331, hai kak mrt jakarta menyediakan tempat parkir di stasiun fatmawati posisinya bearada di belakang kantor camat cilandak 
332,kereta mrt lrt bahkan trans jakarta sebaiknya punya sel khusus utk memenjarakan sementara siapa pun yg anarkis atau radikal dlm moda 
333, di jakarta tidak_bisa karena mrt jakarta belum_ada kerjasama dengan visa 
334, kalo buat mrt atau krl busway jakarta bisa tidak_masa mrt sing bs di dlm negeri tidak_bs
335,berarti mrt jakarta tidak_atau belum_mendukung visa paywave buat pembayaran ya gimana ya 
336,hayohayo jakarta aku padamu disegerakan mrt lrt krl tj bisa paywave bisabisabisa 
337,andai di mrt jakarta udah bisa ini bakal useful banget buat yg sering berpergian ke luar 
338, di jakarta tahun an sudah ada trem tapi presiden soekarno berpendapat kalau trem tidak_cocok dengan jakarta makanya trem di hapuskan dan di ganti kereta bawah tanah saja tapi baru terealisasi skrg dengan adanya mrt
339,mrt jakarta semakin ramah akan pejalan kaki dan sepeda 
340,karena sudah pernah naik seoul subway dan singapore mrt kupenasaran naik mrt jakarta ternyataa 
341, bgr ngedate enak parah di babakan lebak beuh di bandung daerah bukit mekar indah juara di jakarta ke mrt bolak balik aja adem
342, lalu jakarta mana jakarta ini katanya bulan depan nop tp belum_ada yang bisa update daerah dki kalau soal sampah ada manfaatnya untuk panas menghasilkan tenaga listrik sudah lama ada jadi ini bukan karena anis contoh mrt saja sudah lama sekali tp baru skrg realisasi
343,suasana stasiun mrt yang sepi apalagi jam segini ini bisa bikin masyarakat beralih ke transportasi umum lain trans jakarta bajay atau apalah yang lebih rame 
344,ke jakarta gapernah naik mrt first time nyobain di spore 
345, mrt beneran kyk gini gue bakal naik mrt terus walaupun gue tidak_tinggal di jakarta 
346,mau naik mrt jakarta bgtt uuuuuuuuu
347,yuyur udah berapa kali pun naik mrt di jakarta aku tu masih suka amazed loh pertama kali nyoba yg di luar itu pas di hong kong kemarin dan waktu itu mrt jakarta udah trial run 
348,hari ini naik nyobain mrt jakarta suka deh boleh tidak_di kopo juga ada mrt 
349,yg naik mrt jakarta kok keren gayanya 
350,first time using jakarta mrt all i can think is wow klo public transportation di jakarta kayak gini standarnya gw mau banget sih transisi ke kendaraan umum
351, skuy ke jakarta walau macet tapi bisa naik krl mrt dan lrt sampai kemana mana apa lagi politik jakarta yang adem ayem tanpa gontok gontokan aku cinta jakarta dengan kabut polusinya 
352,moots yang tinggal di jakarta untuk transportasi krl mrt transjakarta gtgt enaknya pake brizzi flazz ato kartu yg lain dan yg tidak_ribet kl mau top up nya gt pls
353, kartu tersebut tersedia di halte halte transjakarta dan bisa digunakan di halte halte transjakarta layanan jak lingko dan mrt jakarta terima kasih
354,di mrt keliatan kalau orang yg udah biasa naik transportasi umum di jakarta tas punggungnya dipakai di depan 
355,terinspirasi jakarta badung wacanakan bangun proyek mrt 
356,nemu musik asik di backsoundnya btpvlog pertama kali coba mrt jakarta
357,berhasil impersonate announcer mrt jakarta trus sedikit bisa impers announcer jepang paling hafal ya tsugi wa sama mamonaku 
358,mrt jakarta akhirnya nyobain juga yihiii mrt cp senayan station 
359,akhirnya nyobain mrt jakarta yeayy mrt jakarta 
360,yellow line ini contoh yang benar sebenarnya ini hal sepele yang masih banyak orang melanggar di mrt or shelter trans jakarta masih banyak orang yang mengabaikan garis kuning tempat menunggu tujuannya 
361,pertama kali di mrt kelewatan stasiun karna bengong tau tau udah tidak_di bawah tanah wkwkwk dengan ini genap saya sudah pernah kelewatan pemberhentian di tiga jenis angkutan umum jakarta krl mrt dan busway 
362, ana di jakarta barat tidak_ada stasiun mrt di jakarta barat 
363,mantap mrt akan tembus sampai ke jakarta utara ingatnya ini dananya pakai pemerintah pusat jadi tidak_boleh klam keberhasilan anis riau 
364,telat bgt gasiii kalo baru terharu jakarta finally punya mrt loh a k h i r n y a h
365, ana orang jakarta malah belom pernah naek mrt stasiunnya jauh dari tempat tinggal ana
366, saja ibu tey sekarang di jakarta ada mrt dan krl commuter line kalau di amrik apakah tipe keretanya mrt semua atau ada yg seperti krl bu 
367, ardiyanti terima kasih sudah menggunakan mrt jakarta 
368, mrt jakarta tidak_menyediakan park and ride di stasiun bundaran hi 
369,aku warga bandung yang main ke jakarta ngerasa angkutan umum kaya tj sama mrt itu ngebantu bgt kenapa orang jakarta masih naik mobil ya 
370,ini cerita soal kenorakan saya naik mrt jakarta asli loh gembira dan senang 
371,nama chisna pekerjaan duta mrt jakarta kegiatan nyuruh semua orang yang mau kemana aja naiknya mrt hahahaha
372,memang model kursi ala mrt jakarta adalah model kursi paling adil karena tiap penumpang bakal memakan ruang duduk sesuai porsi mereka masing masing makanya suka jengkel sih kalo ada orang yang sebenernya ruang duduknya tidak_lebar tapi jd lebar gara duduknya ngangkang 
373,akhirnya kaya orang jakarta udah ngerasain mrt mantep dah fasilitasnya mudah an aja jangan ada alay yg ngerusak fasilitas jangan lupa selalu ikuti peraturan yg berlaku guys 
374,thank u kalian udah seharian jalan ngebolang jakarta mrt sih tepatnya nemenin buka sbm dibawah tanah ayo lagi dong ditempat lain hehe
375, apakah pembangunan pabrik pltu bukan untuk kepentingan rakyat kenapa tidak_mau bahas yg lain sedangkan kata masnya sendiri banyak hal yg menyebabkan polusi masnya tau tidak_mrt rlt dan klr adalah salah satu solusi dari pemerintah untuk mengurangi polusi di jakarta 
376, balik laa ke jakarta naik mrt wkwkwk
377,nah habis itu kelar pada capek akhirnya kita pulang naik mrt aku sampe fatmawati abel ampe lebak bulus kelar terima kasih sudah diajak jalan jalan ke jakarta yang keren ini abel so lucky to have you by my side mantappu djiwa 
378,ini mrt jakarta speed nya masih beta apa emang lambat sih 
379, untuk menjaga agar tetap tertib di mrt maupun di stasiun pt mrt jakarta akan memberlakukan sejumlah peraturan baru mari dijaga bersama sama gaes jangan jagain jodoh orang doang 
380,hore kereta mrt dari jepang akhirnya tiba di jakarta 
381, iguuun yuk ah maen ke jakarta nyobian mrt
382,i woof you jakarta no matter what i woof you krl krl arah bogor jam pulang kerja i woof you so much you mean a lot for meh lebih asoy dr berangkat ke serpong dr tanahabang pulang dr serpong ke tanahabang besuk kita coba berangkat pake mrt yaaaa 
383, kalopun antusias gakan cukup mrt kereta busway menampung seluruh warga kalo bener gada yg naik motor menurut gue intinya angkutan umum di jakarta msh kurang memadai contohnya busway msh ada yg tumpah ruah di jalan jg make jalan umum jakarta belum_sesiap harapan 
384,didn t expect the mrt gonna be that nice berasa tidak_di jakarta 
385, besok udah mulai cuyy jadi pengen ngistora lagi buat yg pertama kali ke jakarta dan ngistora sendiri tidak_usah takut nyasar soalnya sekarang udah ada mrt yg langsung ke istora 
386,anggota mpr ri dari fraksi nasdem syarief abdullah alkadrie mengapresiasi pertemuan antara presiden joko widodo dan prabowo subianto di stasiun mrt lebak bulus jakarta sabtu 
387, ituu dia pemerintah jakarta belum_bisa memberikan trust terkait transportasi umum but kereta mrt itu udah cuku better banget sih kalau soal kendaraan sih ya gw kurang tau menau keknya itu segitu jumlah kendaraan pemilik aja deh tidak_dipake semua segitu dijakarta
388, wahhhh jadi beneran jakarta udah kembali ke masa saya masih bujang nih padahal pas dua thn lalu kesana udah lumayan loh malah sempat nonton jalur mrt yg blm jadi 
389,terimakasih pak dan semua pihak yang terlibat dalam mrt setidaknya bisa merasakan sedikit singapura di jakarta 
390, saat ini mrt jakarta hanya melayani rute dari lebak bulus bundaran hi 
391,jam tiga kamu masih bilang iloveyou mas jam lima udah mutusin aja emang bener sih perasaan bisa berubah tapi tidak_sekilat gitu juga kali udah kayak mrt jakarta aja 
392, teruntuk sender yang kerja di jakarta itu bukan cuma yang tinggal dijakarta loh tapi dari jabodetabek juga lo nyalahin pemerintah kan udah disediain kereta mrt lrt busway itu salah satu buat mengurangi polusi juga btw dan kanker paru paru disebabin bukan karena polusi aja
393,beberapa lokasi di jakarta terutama di kawasan jalan sudirman thamren medan merdeka menawarkan keindahan ibukota memang tidak_semuanya tentu ini masih berkaitan dengan mrt yang menjadi bagian infrastruktur ibukota 
394, perasaan kendaraan umum di jakarta kaya tj krl mrt murah deh
395, dia naik apa btw gue keliling jakarta naik busway naik krl naik mrt belasan ribu ini kawasan suburb dimana pinggir jakarta bahkan daerah ui pun udah ada busway yg kecil itu tidak_masuk akal dia bilang mahal dia naik apa btw 
396, eh tpi karna aku tidak_punya kendaraan pribadi di jakarta jadi naiknya kendaraan online mrt atau busway 
397, pemerintah sdh mengeluarkan semua usaha krl tj mrt tapi kembali lg ke kondisi negara penduduk jakarta sendiri padat banget kamu pikir berapa banyak orang yg sudah beralih ke transport di atas tapi kembali ke mobil pribadi saking padatnya kamu tidak_bisa nyalahin siapa siapa
398, wkwkw kamu warga jakarta atau baru jadi warga jakarta o kok aku suka suka aja ya naik busway naik mrt naik krl o mau jauh pun suka suka aja aku
399,aku bukan orang jakarta cuma beberapa kali pernah main ke jakarta tapi mau nanya apa emang krl mrt busway selalu sepenuh itukah sampe pada lebih milih pake kendaraan pribadi padahal aku waktu itu naik busway sama krl jauh lebih cepet sih dibanding pake pribadi ojol 
400,berkat org teroris masup jakarta akhirnya bisa menjadi eo ketemunya sexy killer di mrt wkwkkwkwk
401,assalamualaikum twitter users sebagai postan perdana saya ingin foto pertama kali saya menggunakan mrt jakarta 
402, yowis ke jakarta aja mas trus nyoba mrt lrt sekalian 
403,mrt siapkan lahan parkir berkapasitas mobil 
404, di mana mrt di asteng juga di banyak stasiun ada atm bisa berderet beberapa jakarta lengkapin lah segera 
405,selalu takjub setiap naik mrt karena masih tidak_nyangka jakarta udah seberkembang ini dalam rentang waktu kurang lebih tahun selanjutnya akan seperti apa ya surprise me jakarta 
406, naik mrt beberapa hari yang lalu sampe kawasan mrt cipete fatmawati ngeliat kok jakarta sanaan dikit berkabut ya etaunya polusi tebal banget kayak bulket 
407,stasiun mrt jakarta telah memiliki lebih banyak area parkir 
408,first time naik mrt bener bersih banget dingin bgt disetiap stasiun petugas nya ramah fasilitasnya memadai dan yg pasti keren jakarta tidak_kalah keren pokoknya punya mrt seperti di negara luar sana mantap 
409,call me norak or whatsoever but i m really amazed with jakarta mrt pertama kali jd lgsg ngejudge ih kenapasi tidak_teratur pas liat antusiasme masyarakat thdp transportasi umum yg baru ada di jkt ini ternyata makin kesini makin rapih bersih semua butuh penyesuaian 
410, seharusnya di setiap stasiun mrt jakarta ada mesin atm supaya pengguna kartu bank bisa isi ulang atau melakukan transaksi lainnya ini standar yg ada stasiun mrt di seluruh dunia 
411,pengen deh bisa bantu ngurangin polusi di jakarta ini pengen kemana mana naik angkutan umum aja cobain kali ya besok naik migo mrt seharian 
412,btw mrt jakarta bagus jg eh g kalah ma yg d korea wkwkwkwk
413, semoga jakarta ini tidak_macet lg apalagi udh ada mrt dan krl juga lg dibangun lrt semoga warga jakarta bisa memanfaatkan transportasi umum yg udh disediakan pemerintah 
414, haduh hebat orang palembang udah nyobain mrt di jakarta tidak_kayak saya
415,perdana naik mrt di jakarta bangga banget bisa sebagus dan serapih itu jakarta rasa luar negeri terima kasih ya pak btp 
416,oh iya bts sama mrt itu dua entitas berbeda yang bahkan pembayarannya tidak_bisa dengan satu kartu yang sama untuk ini jakarta masih lebih unggul thanks to jak lingko aka bni tapcash 
417, emang bener kok nder lagian pilihan transportasi umum di jakarta kan banyak ya dan mnurut gua udh bagus dan nyaman sih contohnya tj atau mrt gt cuman pasti pada gengsi aja buat naik kendaraan umum
418,wagelase jakarta menyenangkan sekali transportasi umumnya dari kosan ke mayestik pp naik mrt babang grab gojek promo rb rupiah saja tapi tapi bawa bahan total meter capek giwlaaaa
419,cobain naik mrt ke blok m tinggal cobain lrt keren jakarta ku 
420,menjelang sore setelah ratusan purnama terlewati akhirnya kesampaian juga menjajal moda transportasi umum paling hits di ibukota inilah dia jakarta mass rapid transit mrt mampir di stasiun fatmawati stasiun favoritnya 
421,yuk perkaya lagi jakarta dengan karya karya seni seperti mutal di tunnel stasiun mrt dukuh atas dan mari kita jaga bersama kebersihan dan keamanan hayo semangat jajaran 
422, mirisnya lg byk cebong tolol yg komen malu jakarta dpt predikat kota berpolusi terparah justru itu umpannya nantinya anies akan ditanya bgmn solusinya mengatasi itu gayung pun bersambut dan cebong pun merasa keren naik mrt 
423, silakan naik mrt jakarta ke arah bundaran hi dan turun di stasiun dukuh atas bni kemudian bisa dilanjutkan dengan naik ka bandara untuk menuju bandara soetta terima kasih 
424,mrt jakarta raup pendapatan rp miliar pt mrt jakarta mengantongi persen dari target pendapatan sebesar rp miliar di sepanjang tahun ini pendapatan yang diperoleh berasal dari penjualan tiket hitung punya hitung 
425, nyobain moda transportasi baru di majalengka majalengka 
426, saya warga jakarta saya tau banget mrt tapi saya juga belum_pernah naik mrt saya tidak_tau apakah saya harus bersedih atau bersahaja sungguh saya tidak_tau kalok mas sendiri bagaimana 
427,mrt jakarta evaluasi stasiun yang masih sepi penumpang 
428,rt dikandika kaesangp ayo mas nanti di pandu dri st bundaran hi st lebak bulus mrt jakarta sekarang lagi ngadain event 
429,yah maap aku maunya kuliah di depok bukan di jakarta biar hemat ongkos bs naik ojol maupun angkot angkot hanya tigaribu kalo jakarta riweh mana naik mrt he
